1745369764.902943 server started (52921): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1745369764.902976 on Linux 6.14.2-300.fc42.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Apr 10 21:50:55 UTC 2025
1745369764.902993 using libevent 2.1.12-stable poll
1745369764.902999 using ncurses 6.5 20240629
1745369764.929674 args_parse_flags: next -Tcopy-mode
1745369764.929676 args_parse_flag_argument: -T = copy-mode
1745369764.929677 args_parse_flags: next Escape
1745369764.929679 args_parse: flags end at 2 of 4
1745369764.929681 args_parse: 2 = Escape (type STRING)
1745369764.929684 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1745369764.929688 cmd_parse_build_commands: bind-key -T copy-mode Escape { send-keys -X cancel }
1745369764.929690 cmdq_get_command: [bind-key/0x562621e87330] group 1427
1745369764.929692 cmdq_append <global>: [bind-key/0x562621e87330]
1745369764.929695 yylex_token: end at WS
1745369764.929697 yylex_token: bind
1745369764.929698 yylex_token: end at WS
1745369764.929700 yylex_token: -Tcopy-mode
1745369764.929702 yylex_token: end at WS
1745369764.929703 yylex_token: Space
1745369764.929705 yylex_token: end at WS
1745369764.929706 yylex_token: send
1745369764.929708 yylex_token: end at WS
1745369764.929710 yylex_token: -X
1745369764.929711 yylex_token: end at WS
1745369764.929716 yylex_token: page-down
1745369764.929717 cmd_parse_build_commands 0:0: bind
1745369764.929719 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.929721 cmd_parse_build_commands 0:2: Space
1745369764.929722 cmd_parse_build_commands 0:3 0:0: send
1745369764.929724 cmd_parse_build_commands 0:3 0:1: -X
1745369764.929726 cmd_parse_build_commands 0:3 0:2: page-down
1745369764.929728 cmd_parse_build_commands 0:0: send
1745369764.929729 cmd_parse_build_commands 0:1: -X
1745369764.929731 cmd_parse_build_commands 0:2: page-down
1745369764.929733 args_parse_flags: next -X
1745369764.929735 args_parse_flags: -X
1745369764.929737 args_parse_flags: next page-down
1745369764.929738 args_parse: flags end at 2 of 3
1745369764.929740 args_parse: 2 = page-down (type STRING)
1745369764.929743 cmd_parse_build_commands: send-keys -X page-down
1745369764.929745 args_parse_flags: next -Tcopy-mode
1745369764.929746 args_parse_flag_argument: -T = copy-mode
1745369764.929748 args_parse_flags: next Space
1745369764.929749 args_parse: flags end at 2 of 4
1745369764.929751 args_parse: 2 = Space (type STRING)
1745369764.929755 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1745369764.929760 cmd_parse_build_commands: bind-key -T copy-mode Space { send-keys -X page-down }
1745369764.929762 cmdq_get_command: [bind-key/0x562621eb6fe0] group 1435
1745369764.929764 cmdq_append <global>: [bind-key/0x562621eb6fe0]
1745369764.929766 yylex_token: end at WS
1745369764.929768 yylex_token: bind
1745369764.929769 yylex_token: end at WS
1745369764.929771 yylex_token: -Tcopy-mode
1745369764.929772 yylex_token: end at WS
1745369764.929774 yylex_token: ,
1745369764.929776 yylex_token: end at WS
1745369764.929777 yylex_token: send
1745369764.929779 yylex_token: end at WS
1745369764.929780 yylex_token: -X
1745369764.929782 yylex_token: end at WS
1745369764.929783 yylex_token: jump-reverse
1745369764.929786 cmd_parse_build_commands 0:0: bind
1745369764.929787 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.929789 cmd_parse_build_commands 0:2: ,
1745369764.929791 cmd_parse_build_commands 0:3 0:0: send
1745369764.929792 cmd_parse_build_commands 0:3 0:1: -X
1745369764.929794 cmd_parse_build_commands 0:3 0:2: jump-reverse
1745369764.929796 cmd_parse_build_commands 0:0: send
1745369764.929798 cmd_parse_build_commands 0:1: -X
1745369764.929799 cmd_parse_build_commands 0:2: jump-reverse
1745369764.929802 args_parse_flags: next -X
1745369764.929804 args_parse_flags: -X
1745369764.929805 args_parse_flags: next jump-reverse
1745369764.929807 args_parse: flags end at 2 of 3
1745369764.929809 args_parse: 2 = jump-reverse (type STRING)
1745369764.929812 cmd_parse_build_commands: send-keys -X jump-reverse
1745369764.929814 args_parse_flags: next -Tcopy-mode
1745369764.929815 args_parse_flag_argument: -T = copy-mode
1745369764.929817 args_parse_flags: next ,
1745369764.929819 args_parse: flags end at 2 of 4
1745369764.929820 args_parse: 2 = , (type STRING)
1745369764.929824 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1745369764.929827 cmd_parse_build_commands: bind-key -T copy-mode , { send-keys -X jump-reverse }
1745369764.929830 cmdq_get_command: [bind-key/0x562621eb6670] group 1443
1745369764.929832 cmdq_append <global>: [bind-key/0x562621eb6670]
1745369764.929834 yylex_token: end at WS
1745369764.929836 yylex_token: bind
1745369764.929837 yylex_token: end at WS
1745369764.929839 yylex_token: -Tcopy-mode
1745369764.929841 yylex_token: end at WS
1745369764.929842 yylex_token: ;
1745369764.929844 yylex_token: end at WS
1745369764.929845 yylex_token: send
1745369764.929847 yylex_token: end at WS
1745369764.929848 yylex_token: -X
1745369764.929850 yylex_token: end at WS
1745369764.929852 yylex_token: jump-again
1745369764.929854 cmd_parse_build_commands 0:0: bind
1745369764.929856 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.929857 cmd_parse_build_commands 0:2: ;
1745369764.929859 cmd_parse_build_commands 0:3 0:0: send
1745369764.929861 cmd_parse_build_commands 0:3 0:1: -X
1745369764.929863 cmd_parse_build_commands 0:3 0:2: jump-again
1745369764.929865 cmd_parse_build_commands 0:0: send
1745369764.929866 cmd_parse_build_commands 0:1: -X
1745369764.929868 cmd_parse_build_commands 0:2: jump-again
1745369764.929871 args_parse_flags: next -X
1745369764.929872 args_parse_flags: -X
1745369764.929874 args_parse_flags: next jump-again
1745369764.929876 args_parse: flags end at 2 of 3
1745369764.929877 args_parse: 2 = jump-again (type STRING)
1745369764.929880 cmd_parse_build_commands: send-keys -X jump-again
1745369764.929882 args_parse_flags: next -Tcopy-mode
1745369764.929883 args_parse_flag_argument: -T = copy-mode
1745369764.929885 args_parse_flags: next ;
1745369764.929886 args_parse: flags end at 2 of 4
1745369764.929888 args_parse: 2 = ; (type STRING)
1745369764.929891 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1745369764.929895 cmd_parse_build_commands: bind-key -T copy-mode \\; { send-keys -X jump-again }
1745369764.929897 cmdq_get_command: [bind-key/0x562621eb7300] group 1451
1745369764.929899 cmdq_append <global>: [bind-key/0x562621eb7300]
1745369764.929902 yylex_token: end at WS
1745369764.929905 yylex_token: bind
1745369764.929907 yylex_token: end at WS
1745369764.929908 yylex_token: -Tcopy-mode
1745369764.929910 yylex_token: end at WS
1745369764.929912 yylex_token: F
1745369764.929913 yylex_token: end at WS
1745369764.929915 yylex_token: command-prompt
1745369764.929917 yylex_token: end at WS
1745369764.929918 yylex_token: -1p(jump backward)
1745369764.929920 yylex_token: end at WS
1745369764.929921 yylex_token: send
1745369764.929925 yylex_token: end at WS
1745369764.929926 yylex_token: -X
1745369764.929928 yylex_token: end at WS
1745369764.929929 yylex_token: jump-backward
1745369764.929931 yylex_token: end at WS
1745369764.929932 yylex_token: %%
1745369764.929935 cmd_parse_build_commands 0:0: bind
1745369764.929937 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.929938 cmd_parse_build_commands 0:2: F
1745369764.929940 cmd_parse_build_commands 0:3 0:0: command-prompt
1745369764.929942 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1745369764.929944 cmd_parse_build_commands 0:3 0:2 0:0: send
1745369764.929945 cmd_parse_build_commands 0:3 0:2 0:1: -X
1745369764.929947 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1745369764.929949 cmd_parse_build_commands 0:3 0:2 0:3: %%
1745369764.929951 cmd_parse_build_commands 0:0: command-prompt
1745369764.929952 cmd_parse_build_commands 0:1: -1p(jump backward)
1745369764.929954 cmd_parse_build_commands 0:2 0:0: send
1745369764.929956 cmd_parse_build_commands 0:2 0:1: -X
1745369764.929958 cmd_parse_build_commands 0:2 0:2: jump-backward
1745369764.929959 cmd_parse_build_commands 0:2 0:3: %%
1745369764.929961 cmd_parse_build_commands 0:0: send
1745369764.929963 cmd_parse_build_commands 0:1: -X
1745369764.929964 cmd_parse_build_commands 0:2: jump-backward
1745369764.929966 cmd_parse_build_commands 0:3: %%
1745369764.929969 args_parse_flags: next -X
1745369764.929970 args_parse_flags: -X
1745369764.929972 args_parse_flags: next jump-backward
1745369764.929973 args_parse: flags end at 2 of 4
1745369764.929975 args_parse: 2 = jump-backward (type STRING)
1745369764.929977 args_parse: 3 = %% (type STRING)
1745369764.929981 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1745369764.929983 args_parse_flags: next -1p(jump backward)
1745369764.929984 args_parse_flags: -1
1745369764.929986 args_parse_flag_argument: -p = (jump backward)
1745369764.929988 args_parse: flags end at 2 of 3
1745369764.929990 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1745369764.929995 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1745369764.929996 args_parse_flags: next -Tcopy-mode
1745369764.929998 args_parse_flag_argument: -T = copy-mode
1745369764.929999 args_parse_flags: next F
1745369764.930001 args_parse: flags end at 2 of 4
1745369764.930005 args_parse: 2 = F (type STRING)
1745369764.930009 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1745369764.930015 cmd_parse_build_commands: bind-key -T copy-mode F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1745369764.930017 cmdq_get_command: [bind-key/0x562621eb78f0] group 1459
1745369764.930019 cmdq_append <global>: [bind-key/0x562621eb78f0]
1745369764.930022 yylex_token: end at WS
1745369764.930023 yylex_token: bind
1745369764.930025 yylex_token: end at WS
1745369764.930027 yylex_token: -Tcopy-mode
1745369764.930028 yylex_token: end at WS
1745369764.930030 yylex_token: N
1745369764.930031 yylex_token: end at WS
1745369764.930033 yylex_token: send
1745369764.930034 yylex_token: end at WS
1745369764.930036 yylex_token: -X
1745369764.930037 yylex_token: end at WS
1745369764.930039 yylex_token: search-reverse
1745369764.930041 cmd_parse_build_commands 0:0: bind
1745369764.930043 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930044 cmd_parse_build_commands 0:2: N
1745369764.930046 cmd_parse_build_commands 0:3 0:0: send
1745369764.930047 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930049 cmd_parse_build_commands 0:3 0:2: search-reverse
1745369764.930051 cmd_parse_build_commands 0:0: send
1745369764.930054 cmd_parse_build_commands 0:1: -X
1745369764.930056 cmd_parse_build_commands 0:2: search-reverse
1745369764.930059 args_parse_flags: next -X
1745369764.930061 args_parse_flags: -X
1745369764.930062 args_parse_flags: next search-reverse
1745369764.930064 args_parse: flags end at 2 of 3
1745369764.930065 args_parse: 2 = search-reverse (type STRING)
1745369764.930068 cmd_parse_build_commands: send-keys -X search-reverse
1745369764.930070 args_parse_flags: next -Tcopy-mode
1745369764.930072 args_parse_flag_argument: -T = copy-mode
1745369764.930073 args_parse_flags: next N
1745369764.930075 args_parse: flags end at 2 of 4
1745369764.930076 args_parse: 2 = N (type STRING)
1745369764.930079 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1745369764.930083 cmd_parse_build_commands: bind-key -T copy-mode N { send-keys -X search-reverse }
1745369764.930085 cmdq_get_command: [bind-key/0x562621eb6ed0] group 1471
1745369764.930087 cmdq_append <global>: [bind-key/0x562621eb6ed0]
1745369764.930090 yylex_token: end at WS
1745369764.930091 yylex_token: bind
1745369764.930093 yylex_token: end at WS
1745369764.930094 yylex_token: -Tcopy-mode
1745369764.930096 yylex_token: end at WS
1745369764.930097 yylex_token: P
1745369764.930099 yylex_token: end at WS
1745369764.930100 yylex_token: send
1745369764.930102 yylex_token: end at WS
1745369764.930103 yylex_token: -X
1745369764.930105 yylex_token: end at WS
1745369764.930106 yylex_token: toggle-position
1745369764.930108 cmd_parse_build_commands 0:0: bind
1745369764.930110 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930114 cmd_parse_build_commands 0:2: P
1745369764.930116 cmd_parse_build_commands 0:3 0:0: send
1745369764.930118 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930119 cmd_parse_build_commands 0:3 0:2: toggle-position
1745369764.930121 cmd_parse_build_commands 0:0: send
1745369764.930123 cmd_parse_build_commands 0:1: -X
1745369764.930124 cmd_parse_build_commands 0:2: toggle-position
1745369764.930127 args_parse_flags: next -X
1745369764.930129 args_parse_flags: -X
1745369764.930130 args_parse_flags: next toggle-position
1745369764.930132 args_parse: flags end at 2 of 3
1745369764.930134 args_parse: 2 = toggle-position (type STRING)
1745369764.930137 cmd_parse_build_commands: send-keys -X toggle-position
1745369764.930138 args_parse_flags: next -Tcopy-mode
1745369764.930140 args_parse_flag_argument: -T = copy-mode
1745369764.930141 args_parse_flags: next P
1745369764.930143 args_parse: flags end at 2 of 4
1745369764.930145 args_parse: 2 = P (type STRING)
1745369764.930148 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1745369764.930152 cmd_parse_build_commands: bind-key -T copy-mode P { send-keys -X toggle-position }
1745369764.930154 cmdq_get_command: [bind-key/0x562621eb7db0] group 1479
1745369764.930156 cmdq_append <global>: [bind-key/0x562621eb7db0]
1745369764.930158 yylex_token: end at WS
1745369764.930160 yylex_token: bind
1745369764.930161 yylex_token: end at WS
1745369764.930163 yylex_token: -Tcopy-mode
1745369764.930164 yylex_token: end at WS
1745369764.930166 yylex_token: R
1745369764.930167 yylex_token: end at WS
1745369764.930169 yylex_token: send
1745369764.930170 yylex_token: end at WS
1745369764.930172 yylex_token: -X
1745369764.930174 yylex_token: end at WS
1745369764.930175 yylex_token: rectangle-toggle
1745369764.930177 cmd_parse_build_commands 0:0: bind
1745369764.930179 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930180 cmd_parse_build_commands 0:2: R
1745369764.930182 cmd_parse_build_commands 0:3 0:0: send
1745369764.930184 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930185 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1745369764.930187 cmd_parse_build_commands 0:0: send
1745369764.930189 cmd_parse_build_commands 0:1: -X
1745369764.930191 cmd_parse_build_commands 0:2: rectangle-toggle
1745369764.930193 args_parse_flags: next -X
1745369764.930195 args_parse_flags: -X
1745369764.930196 args_parse_flags: next rectangle-toggle
1745369764.930198 args_parse: flags end at 2 of 3
1745369764.930201 args_parse: 2 = rectangle-toggle (type STRING)
1745369764.930205 cmd_parse_build_commands: send-keys -X rectangle-toggle
1745369764.930207 args_parse_flags: next -Tcopy-mode
1745369764.930208 args_parse_flag_argument: -T = copy-mode
1745369764.930210 args_parse_flags: next R
1745369764.930211 args_parse: flags end at 2 of 4
1745369764.930213 args_parse: 2 = R (type STRING)
1745369764.930216 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1745369764.930220 cmd_parse_build_commands: bind-key -T copy-mode R { send-keys -X rectangle-toggle }
1745369764.930222 cmdq_get_command: [bind-key/0x562621eb7f10] group 1487
1745369764.930223 cmdq_append <global>: [bind-key/0x562621eb7f10]
1745369764.930226 yylex_token: end at WS
1745369764.930228 yylex_token: bind
1745369764.930229 yylex_token: end at WS
1745369764.930231 yylex_token: -Tcopy-mode
1745369764.930232 yylex_token: end at WS
1745369764.930234 yylex_token: T
1745369764.930235 yylex_token: end at WS
1745369764.930237 yylex_token: command-prompt
1745369764.930239 yylex_token: end at WS
1745369764.930240 yylex_token: -1p(jump to backward)
1745369764.930242 yylex_token: end at WS
1745369764.930243 yylex_token: send
1745369764.930245 yylex_token: end at WS
1745369764.930246 yylex_token: -X
1745369764.930248 yylex_token: end at WS
1745369764.930250 yylex_token: jump-to-backward
1745369764.930251 yylex_token: end at WS
1745369764.930252 yylex_token: %%
1745369764.930255 cmd_parse_build_commands 0:0: bind
1745369764.930257 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930258 cmd_parse_build_commands 0:2: T
1745369764.930260 cmd_parse_build_commands 0:3 0:0: command-prompt
1745369764.930262 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1745369764.930264 cmd_parse_build_commands 0:3 0:2 0:0: send
1745369764.930265 cmd_parse_build_commands 0:3 0:2 0:1: -X
1745369764.930267 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1745369764.930269 cmd_parse_build_commands 0:3 0:2 0:3: %%
1745369764.930271 cmd_parse_build_commands 0:0: command-prompt
1745369764.930273 cmd_parse_build_commands 0:1: -1p(jump to backward)
1745369764.930274 cmd_parse_build_commands 0:2 0:0: send
1745369764.930276 cmd_parse_build_commands 0:2 0:1: -X
1745369764.930277 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1745369764.930279 cmd_parse_build_commands 0:2 0:3: %%
1745369764.930281 cmd_parse_build_commands 0:0: send
1745369764.930283 cmd_parse_build_commands 0:1: -X
1745369764.930284 cmd_parse_build_commands 0:2: jump-to-backward
1745369764.930286 cmd_parse_build_commands 0:3: %%
1745369764.930289 args_parse_flags: next -X
1745369764.930290 args_parse_flags: -X
1745369764.930292 args_parse_flags: next jump-to-backward
1745369764.930293 args_parse: flags end at 2 of 4
1745369764.930295 args_parse: 2 = jump-to-backward (type STRING)
1745369764.930297 args_parse: 3 = %% (type STRING)
1745369764.930301 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1745369764.930303 args_parse_flags: next -1p(jump to backward)
1745369764.930305 args_parse_flags: -1
1745369764.930307 args_parse_flag_argument: -p = (jump to backward)
1745369764.930308 args_parse: flags end at 2 of 3
1745369764.930311 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1745369764.930316 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1745369764.930317 args_parse_flags: next -Tcopy-mode
1745369764.930319 args_parse_flag_argument: -T = copy-mode
1745369764.930320 args_parse_flags: next T
1745369764.930322 args_parse: flags end at 2 of 4
1745369764.930324 args_parse: 2 = T (type STRING)
1745369764.930328 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1745369764.930334 cmd_parse_build_commands: bind-key -T copy-mode T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1745369764.930336 cmdq_get_command: [bind-key/0x562621eb87a0] group 1495
1745369764.930338 cmdq_append <global>: [bind-key/0x562621eb87a0]
1745369764.930343 yylex_token: end at WS
1745369764.930345 yylex_token: bind
1745369764.930346 yylex_token: end at WS
1745369764.930348 yylex_token: -Tcopy-mode
1745369764.930349 yylex_token: end at WS
1745369764.930351 yylex_token: X
1745369764.930352 yylex_token: end at WS
1745369764.930354 yylex_token: send
1745369764.930355 yylex_token: end at WS
1745369764.930357 yylex_token: -X
1745369764.930358 yylex_token: end at WS
1745369764.930360 yylex_token: set-mark
1745369764.930362 cmd_parse_build_commands 0:0: bind
1745369764.930363 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930365 cmd_parse_build_commands 0:2: X
1745369764.930367 cmd_parse_build_commands 0:3 0:0: send
1745369764.930368 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930370 cmd_parse_build_commands 0:3 0:2: set-mark
1745369764.930372 cmd_parse_build_commands 0:0: send
1745369764.930373 cmd_parse_build_commands 0:1: -X
1745369764.930375 cmd_parse_build_commands 0:2: set-mark
1745369764.930378 args_parse_flags: next -X
1745369764.930379 args_parse_flags: -X
1745369764.930381 args_parse_flags: next set-mark
1745369764.930382 args_parse: flags end at 2 of 3
1745369764.930384 args_parse: 2 = set-mark (type STRING)
1745369764.930387 cmd_parse_build_commands: send-keys -X set-mark
1745369764.930388 args_parse_flags: next -Tcopy-mode
1745369764.930390 args_parse_flag_argument: -T = copy-mode
1745369764.930391 args_parse_flags: next X
1745369764.930393 args_parse: flags end at 2 of 4
1745369764.930395 args_parse: 2 = X (type STRING)
1745369764.930399 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1745369764.930402 cmd_parse_build_commands: bind-key -T copy-mode X { send-keys -X set-mark }
1745369764.930404 cmdq_get_command: [bind-key/0x562621eb82b0] group 1507
1745369764.930406 cmdq_append <global>: [bind-key/0x562621eb82b0]
1745369764.930408 yylex_token: end at WS
1745369764.930410 yylex_token: bind
1745369764.930411 yylex_token: end at WS
1745369764.930413 yylex_token: -Tcopy-mode
1745369764.930414 yylex_token: end at WS
1745369764.930415 yylex_token: f
1745369764.930417 yylex_token: end at WS
1745369764.930418 yylex_token: command-prompt
1745369764.930420 yylex_token: end at WS
1745369764.930422 yylex_token: -1p(jump forward)
1745369764.930423 yylex_token: end at WS
1745369764.930424 yylex_token: send
1745369764.930426 yylex_token: end at WS
1745369764.930427 yylex_token: -X
1745369764.930429 yylex_token: end at WS
1745369764.930430 yylex_token: jump-forward
1745369764.930432 yylex_token: end at WS
1745369764.930433 yylex_token: %%
1745369764.930435 cmd_parse_build_commands 0:0: bind
1745369764.930437 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930438 cmd_parse_build_commands 0:2: f
1745369764.930440 cmd_parse_build_commands 0:3 0:0: command-prompt
1745369764.930442 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1745369764.930443 cmd_parse_build_commands 0:3 0:2 0:0: send
1745369764.930445 cmd_parse_build_commands 0:3 0:2 0:1: -X
1745369764.930446 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1745369764.930448 cmd_parse_build_commands 0:3 0:2 0:3: %%
1745369764.930450 cmd_parse_build_commands 0:0: command-prompt
1745369764.930452 cmd_parse_build_commands 0:1: -1p(jump forward)
1745369764.930453 cmd_parse_build_commands 0:2 0:0: send
1745369764.930455 cmd_parse_build_commands 0:2 0:1: -X
1745369764.930456 cmd_parse_build_commands 0:2 0:2: jump-forward
1745369764.930458 cmd_parse_build_commands 0:2 0:3: %%
1745369764.930460 cmd_parse_build_commands 0:0: send
1745369764.930461 cmd_parse_build_commands 0:1: -X
1745369764.930462 cmd_parse_build_commands 0:2: jump-forward
1745369764.930464 cmd_parse_build_commands 0:3: %%
1745369764.930467 args_parse_flags: next -X
1745369764.930468 args_parse_flags: -X
1745369764.930469 args_parse_flags: next jump-forward
1745369764.930471 args_parse: flags end at 2 of 4
1745369764.930473 args_parse: 2 = jump-forward (type STRING)
1745369764.930474 args_parse: 3 = %% (type STRING)
1745369764.930478 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1745369764.930480 args_parse_flags: next -1p(jump forward)
1745369764.930482 args_parse_flags: -1
1745369764.930484 args_parse_flag_argument: -p = (jump forward)
1745369764.930486 args_parse: flags end at 2 of 3
1745369764.930489 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1745369764.930492 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1745369764.930494 args_parse_flags: next -Tcopy-mode
1745369764.930495 args_parse_flag_argument: -T = copy-mode
1745369764.930497 args_parse_flags: next f
1745369764.930498 args_parse: flags end at 2 of 4
1745369764.930500 args_parse: 2 = f (type STRING)
1745369764.930504 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1745369764.930508 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1745369764.930511 cmdq_get_command: [bind-key/0x562621eb92a0] group 1515
1745369764.930512 cmdq_append <global>: [bind-key/0x562621eb92a0]
1745369764.930517 yylex_token: end at WS
1745369764.930518 yylex_token: bind
1745369764.930520 yylex_token: end at WS
1745369764.930521 yylex_token: -Tcopy-mode
1745369764.930523 yylex_token: end at WS
1745369764.930524 yylex_token: g
1745369764.930526 yylex_token: end at WS
1745369764.930527 yylex_token: command-prompt
1745369764.930529 yylex_token: end at WS
1745369764.930530 yylex_token: -p(goto line)
1745369764.930532 yylex_token: end at WS
1745369764.930533 yylex_token: send
1745369764.930534 yylex_token: end at WS
1745369764.930536 yylex_token: -X
1745369764.930537 yylex_token: end at WS
1745369764.930539 yylex_token: goto-line
1745369764.930540 yylex_token: end at WS
1745369764.930542 yylex_token: %%
1745369764.930544 cmd_parse_build_commands 0:0: bind
1745369764.930545 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930547 cmd_parse_build_commands 0:2: g
1745369764.930549 cmd_parse_build_commands 0:3 0:0: command-prompt
1745369764.930550 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1745369764.930552 cmd_parse_build_commands 0:3 0:2 0:0: send
1745369764.930553 cmd_parse_build_commands 0:3 0:2 0:1: -X
1745369764.930555 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1745369764.930557 cmd_parse_build_commands 0:3 0:2 0:3: %%
1745369764.930559 cmd_parse_build_commands 0:0: command-prompt
1745369764.930560 cmd_parse_build_commands 0:1: -p(goto line)
1745369764.930562 cmd_parse_build_commands 0:2 0:0: send
1745369764.930563 cmd_parse_build_commands 0:2 0:1: -X
1745369764.930565 cmd_parse_build_commands 0:2 0:2: goto-line
1745369764.930566 cmd_parse_build_commands 0:2 0:3: %%
1745369764.930568 cmd_parse_build_commands 0:0: send
1745369764.930570 cmd_parse_build_commands 0:1: -X
1745369764.930571 cmd_parse_build_commands 0:2: goto-line
1745369764.930573 cmd_parse_build_commands 0:3: %%
1745369764.930576 args_parse_flags: next -X
1745369764.930577 args_parse_flags: -X
1745369764.930578 args_parse_flags: next goto-line
1745369764.930580 args_parse: flags end at 2 of 4
1745369764.930581 args_parse: 2 = goto-line (type STRING)
1745369764.930583 args_parse: 3 = %% (type STRING)
1745369764.930586 cmd_parse_build_commands: send-keys -X goto-line "%%"
1745369764.930588 args_parse_flags: next -p(goto line)
1745369764.930590 args_parse_flag_argument: -p = (goto line)
1745369764.930591 args_parse: flags end at 2 of 3
1745369764.930594 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1745369764.930597 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1745369764.930599 args_parse_flags: next -Tcopy-mode
1745369764.930600 args_parse_flag_argument: -T = copy-mode
1745369764.930602 args_parse_flags: next g
1745369764.930603 args_parse: flags end at 2 of 4
1745369764.930605 args_parse: 2 = g (type STRING)
1745369764.930609 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1745369764.930613 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1745369764.930617 cmdq_get_command: [bind-key/0x562621eb9930] group 1527
1745369764.930619 cmdq_append <global>: [bind-key/0x562621eb9930]
1745369764.930624 yylex_token: end at WS
1745369764.930626 yylex_token: bind
1745369764.930627 yylex_token: end at WS
1745369764.930629 yylex_token: -Tcopy-mode
1745369764.930630 yylex_token: end at WS
1745369764.930631 yylex_token: n
1745369764.930633 yylex_token: end at WS
1745369764.930634 yylex_token: send
1745369764.930635 yylex_token: end at WS
1745369764.930637 yylex_token: -X
1745369764.930638 yylex_token: end at WS
1745369764.930640 yylex_token: search-again
1745369764.930641 cmd_parse_build_commands 0:0: bind
1745369764.930643 cmd_parse_build_commands 0:1: -Tcopy-mode
1745369764.930644 cmd_parse_build_commands 0:2: n
1745369764.930646 cmd_parse_build_commands 0:3 0:0: send
1745369764.930647 cmd_parse_build_commands 0:3 0:1: -X
1745369764.930649 cmd_parse_build_commands 0:3 0:2: search-again
1745369764.930651 cmd_parse_build_commands 0:0: send
1745369764.930652 cmd_parse_build_commands 0:1: -X
1745369764.930653 cmd_parse_build_commands 0:2: search-again
1745369764.930656 args_parse_flags: next -X
1745369764.930657 args_parse_flags: -X
1745369764.930658 args_parse_flags: next search-again
1745369764.930660 args_parse: flags end at 2 of 3
